 SUMMARY FOR UNIT  76
 Time                      F1相对湿度                F2相对湿度                F3相对湿度                F4相对湿度                室外相对湿度
  0.1730000000000000E+0003  0.5714459052098948E+0002  0.5864306035831083E+0002  0.5173636591330629E+0002  0.5766841514346620E+0002  0.7300000000000000E+0002
  0.1740000000000000E+0003  0.5778147861512971E+0002  0.5918011457540437E+0002  0.5220750849861579E+0002  0.5819999917277078E+0002  0.7050000000000000E+0002
  0.1750000000000000E+0003  0.5843743451279627E+0002  0.5972404233025892E+0002  0.5268388991175802E+0002  0.5873822294026397E+0002  0.6950000000000000E+0002
  0.1760000000000000E+0003  0.5880261338998183E+0002  0.6005608366905999E+0002  0.5297588640004509E+0002  0.5906827368188780E+0002  0.7300000000000000E+0002
  0.1770000000000000E+0003  0.5772274151684109E+0002  0.5943867358467666E+0002  0.5241623126744266E+0002  0.5846371349348267E+0002  0.7100000000000000E+0002
  0.1780000000000000E+0003  0.5620026515381108E+0002  0.5856269522946859E+0002  0.5159255246920482E+0002  0.5759317732938933E+0002  0.6550000000000000E+0002
  0.1790000000000000E+0003  0.5507979711180798E+0002  0.5793808116158365E+0002  0.5099752830137294E+0002  0.5695162601228930E+0002  0.6200000000000000E+0002
  0.1800000000000000E+0003  0.5308095972164565E+0002  0.5667350982407350E+0002  0.4984691423428661E+0002  0.5567558186619348E+0002  0.5700000000000000E+0002
  0.1810000000000000E+0003  0.5220732099666736E+0002  0.5616995411144602E+0002  0.4936003265735528E+0002  0.5515328361449870E+0002  0.5650000000000000E+0002
  0.1820000000000000E+0003  0.5074708671993176E+0002  0.5445838820349116E+0002  0.4782072973002128E+0002  0.5345619325579164E+0002  0.5900000000000000E+0002
  0.1830000000000000E+0003  0.4888797797041331E+0002  0.5124853699172942E+0002  0.4493690169299099E+0002  0.5030182275223216E+0002  0.5700000000000000E+0002
  0.1840000000000000E+0003  0.4810553938617518E+0002  0.4854937024910414E+0002  0.4252782392405360E+0002  0.4765483929394692E+0002  0.5800000000000000E+0002
  0.1850000000000000E+0003  0.4788750523102491E+0002  0.4717794129041579E+0002  0.4130562784331878E+0002  0.4631155592319469E+0002  0.6450000000000000E+0002
  0.1860000000000000E+0003  0.5052573833503609E+0002  0.5004920337053961E+0002  0.4380590224599132E+0002  0.4912959330093508E+0002  0.6850000000000000E+0002
  0.1870000000000000E+0003  0.5341110415678430E+0002  0.5386028837548160E+0002  0.4711507475827183E+0002  0.5287446244056493E+0002  0.7050000000000000E+0002
  0.1880000000000000E+0003  0.5478069405098176E+0002  0.5561555310019617E+0002  0.4853138862670139E+0002  0.5460831242411550E+0002  0.7250000000000000E+0002
  0.1890000000000000E+0003  0.5580708033297176E+0002  0.5694603917881480E+0002  0.4958642483140066E+0002  0.5592362783690381E+0002  0.7250000000000000E+0002
  0.1900000000000000E+0003  0.5647039494392647E+0002  0.5774113543363045E+0002  0.5024171524740824E+0002  0.5671202992480760E+0002  0.7500000000000000E+0002
  0.1910000000000000E+0003  0.5736642165571995E+0002  0.5859474522822824E+0002  0.5096822073514803E+0002  0.5755627615301530E+0002  0.7750000000000000E+0002
  0.1920000000000000E+0003  0.5811402238888734E+0002  0.5930797134989049E+0002  0.5158048622244055E+0002  0.5826210180234605E+0002  0.7500000000000000E+0002
  0.1930000000000000E+0003  0.5839769468797462E+0002  0.5972544957899704E+0002  0.5192957747171724E+0002  0.5867762223405931E+0002  0.7200000000000000E+0002
  0.1940000000000000E+0003  0.5891984447717814E+0002  0.6025089868119287E+0002  0.5237883111364909E+0002  0.5919882824779230E+0002  0.7650000000000000E+0002
  0.1950000000000000E+0003  0.5959012154130645E+0002  0.6084720763301256E+0002  0.5289775037239077E+0002  0.5978930737541066E+0002  0.7900000000000000E+0002
  0.1960000000000000E+0003  0.5990648254157453E+0002  0.6122957637678036E+0002  0.5322392529103296E+0002  0.6016985913812126E+0002  0.7450000000000000E+0002
  0.1970000000000000E+0003  0.6033872278135954E+0002  0.6166758629419952E+0002  0.5359871463516065E+0002  0.6060486843349304E+0002  0.8000000000000000E+0002
  0.1980000000000000E+0003  0.6085141132344336E+0002  0.6214233617569037E+0002  0.5401073258461139E+0002  0.6107579757819860E+0002  0.8250000000000000E+0002
  0.1990000000000000E+0003  0.6112089457590167E+0002  0.6247161496769174E+0002  0.5429140259662098E+0002  0.6140397491454947E+0002  0.7950000000000000E+0002
  0.2000000000000000E+0003  0.6141008312786786E+0002  0.6278654737206368E+0002  0.5456183036188115E+0002  0.6171803361949974E+0002  0.8250000000000000E+0002
  0.2010000000000000E+0003  0.6054356779892681E+0002  0.6232909153592320E+0002  0.5415612080138903E+0002  0.6127485816208249E+0002  0.8000000000000000E+0002
  0.2020000000000000E+0003  0.5841313628696984E+0002  0.6105776948294979E+0002  0.5300404920215559E+0002  0.6003392687036955E+0002  0.7250000000000000E+0002
  0.2030000000000000E+0003  0.5597704239698061E+0002  0.5949079490410671E+0002  0.5160207048758577E+0002  0.5850381999613766E+0002  0.6800000000000000E+0002
  0.2040000000000000E+0003  0.5382696905282648E+0002  0.5801073928001046E+0002  0.5030094655545270E+0002  0.5705873478609613E+0002  0.6800000000000000E+0002
  0.2050000000000000E+0003  0.5289413585801012E+0002  0.5740247482750210E+0002  0.4975552480000194E+0002  0.5646282682114715E+0002  0.6400000000000000E+0002
  0.2060000000000000E+0003  0.5180293568147317E+0002  0.5653077236775932E+0002  0.4897372132191093E+0002  0.5560267821255126E+0002  0.5900000000000000E+0002
  0.2070000000000000E+0003  0.5121898412158298E+0002  0.5502075950311074E+0002  0.4761246964779373E+0002  0.5411998968760595E+0002  0.6100000000000000E+0002
  0.2080000000000000E+0003  0.5137071192593491E+0002  0.5422283018579551E+0002  0.4687474293906652E+0002  0.5333594654459991E+0002  0.6000000000000000E+0002
  0.2090000000000000E+0003  0.5173161035509202E+0002  0.5406184955745594E+0002  0.4669823168495562E+0002  0.5317807456344564E+0002  0.5900000000000000E+0002
  0.2100000000000000E+0003  0.5401028001427057E+0002  0.5622617951707873E+0002  0.4852433408735543E+0002  0.5530793117813545E+0002  0.6300000000000000E+0002
  0.2110000000000000E+0003  0.5643110124091370E+0002  0.5913516582040295E+0002  0.5098926048645593E+0002  0.5817125627087365E+0002  0.6600000000000000E+0002
  0.2120000000000000E+0003  0.5779288454250489E+0002  0.6058566606301845E+0002  0.5214536367120123E+0002  0.5960451262060577E+0002  0.6900000000000000E+0002
  0.2130000000000000E+0003  0.5884571605541862E+0002  0.6180217182271925E+0002  0.5310314525176254E+0002  0.6080671766747915E+0002  0.7100000000000000E+0002
  0.2140000000000000E+0003  0.5953004124666143E+0002  0.6251081199937195E+0002  0.5368266599241572E+0002  0.6150937064214295E+0002  0.7000000000000000E+0002
  0.2150000000000000E+0003  0.6019913920063831E+0002  0.6317372881500702E+0002  0.5423684033010812E+0002  0.6216661563495186E+0002  0.6900000000000000E+0002
  0.2160000000000000E+0003  0.6083441375448913E+0002  0.6377058870332718E+0002  0.5474105407538374E+0002  0.6275883399250316E+0002  0.6900000000000000E+0002
  0.2170000000000000E+0003  0.6146771201590033E+0002  0.6435555472088679E+0002  0.5523760010040224E+0002  0.6333922205664416E+0002  0.7000000000000000E+0002
  0.2180000000000000E+0003  0.6231929460920422E+0002  0.6505673888756924E+0002  0.5583893486380656E+0002  0.6403360379446768E+0002  0.7250000000000000E+0002
  0.2190000000000000E+0003  0.6314207947569771E+0002  0.6573963552019143E+0002  0.5642488696433041E+0002  0.6470978792812478E+0002  0.7250000000000000E+0002
  0.2200000000000000E+0003  0.6372496624410494E+0002  0.6627598853215136E+0002  0.5687941854326891E+0002  0.6524185923495473E+0002  0.7200000000000000E+0002
  0.2210000000000000E+0003  0.6429494260499180E+0002  0.6679713214705630E+0002  0.5732061006799748E+0002  0.6575895571556848E+0002  0.7600000000000000E+0002
  0.2220000000000000E+0003  0.6487691012405352E+0002  0.6731786049624115E+0002  0.5776401658098067E+0002  0.6627564810606488E+0002  0.7600000000000000E+0002
  0.2230000000000000E+0003  0.6530347256469349E+0002  0.6774260785204623E+0002  0.5812312114618086E+0002  0.6669805425838675E+0002  0.7200000000000000E+0002
  0.2240000000000000E+0003  0.6563094917237783E+0002  0.6809169290725977E+0002  0.5841758044316886E+0002  0.6704618982428065E+0002  0.7400000000000000E+0002
  0.2250000000000000E+0003  0.6516527401151288E+0002  0.6790945089862173E+0002  0.5825262394753393E+0002  0.6687269270899834E+0002  0.7200000000000000E+0002
  0.2260000000000000E+0003  0.6383332833693370E+0002  0.6718939083934045E+0002  0.5759026758909134E+0002  0.6617113468663403E+0002  0.6800000000000000E+0002
  0.2270000000000000E+0003  0.6212634348545269E+0002  0.6617526336929770E+0002  0.5667437516343027E+0002  0.6518022171438392E+0002  0.6900000000000000E+0002
  0.2280000000000000E+0003  0.5974159163001686E+0002  0.6461295022128665E+0002  0.5530547731490603E+0002  0.6364962556690784E+0002  0.6500000000000000E+0002
  0.2290000000000000E+0003  0.5801758290261699E+0002  0.6346083026999307E+0002  0.5429093713477556E+0002  0.6252156232689769E+0002  0.6200000000000000E+0002
  0.2300000000000000E+0003  0.5677908710903117E+0002  0.6255672114627582E+0002  0.5350079211742962E+0002  0.6163820616986039E+0002  0.6450000000000000E+0002
  0.2310000000000000E+0003  0.5613876686657309E+0002  0.6200224237974038E+0002  0.5299593759250283E+0002  0.6110176611886287E+0002  0.6650000000000000E+0002
  0.2320000000000000E+0003  0.5692975587360587E+0002  0.6251471980842426E+0002  0.5340186933490943E+0002  0.6161579949301299E+0002  0.6800000000000000E+0002
  0.2330000000000000E+0003  0.5829192100177774E+0002  0.6355936742683226E+0002  0.5424788553825143E+0002  0.6265190340682293E+0002  0.6950000000000000E+0002
  0.2340000000000000E+0003  0.6021382463482943E+0002  0.6538352198773239E+0002  0.5573502622263742E+0002  0.6445351198114125E+0002  0.6950000000000000E+0002
  0.2350000000000000E+0003  0.6175095125872642E+0002  0.6702238746426869E+0002  0.5705803791342211E+0002  0.6607176543962821E+0002  0.6800000000000000E+0002
  0.2360000000000000E+0003  0.6263713050857142E+0002  0.6800859545861661E+0002  0.5781153766766918E+0002  0.6704748380886284E+0002  0.7250000000000000E+0002
  0.2370000000000000E+0003  0.6334740774270925E+0002  0.6883240416126552E+0002  0.5844020460217402E+0002  0.6786305009450786E+0002  0.7250000000000000E+0002
  0.2380000000000000E+0003  0.6386345151171707E+0002  0.6936293497739302E+0002  0.5886666606821775E+0002  0.6838986589728324E+0002  0.6800000000000000E+0002
  0.2390000000000000E+0003  0.6445857803084952E+0002  0.6989947450435854E+0002  0.5931786928643829E+0002  0.6892269465790642E+0002  0.7050000000000000E+0002
  0.2400000000000000E+0003  0.6519880573314296E+0002  0.7052417090969712E+0002  0.5984443812044825E+0002  0.6954232232120980E+0002  0.7750000000000000E+0002
  0.2410000000000000E+0003  0.6618836443517783E+0002  0.7129809880346731E+0002  0.6050502815621708E+0002  0.7030868358161464E+0002  0.8500000000000000E+0002
  0.2420000000000000E+0003  0.6707054613140328E+0002  0.7201233635161672E+0002  0.6111115012305964E+0002  0.7101605734334649E+0002  0.8950000000000000E+0002
  0.2430000000000000E+0003  0.6782190773680222E+0002  0.7264647314840104E+0002  0.6164487960785057E+0002  0.7164443172725986E+0002  0.9250000000000000E+0002
  0.2440000000000000E+0003  0.6859466412397572E+0002  0.7329055308830461E+0002  0.6218770682898545E+0002  0.7228256144164814E+0002  0.8800000000000000E+0002
  0.2450000000000000E+0003  0.6938387925051187E+0002  0.7394272004675359E+0002  0.6273863304484784E+0002  0.7292863552471734E+0002  0.8550000000000000E+0002
  0.2460000000000000E+0003  0.7025603984503489E+0002  0.7464612943395123E+0002  0.6333387203386140E+0002  0.7362511218366988E+0002  0.8300000000000000E+0002
  0.2470000000000000E+0003  0.7103037514721396E+0002  0.7529113417371669E+0002  0.6387844142215645E+0002  0.7426402847812567E+0002  0.7200000000000000E+0002
  0.2480000000000000E+0003  0.7152585440591490E+0002  0.7573569970906385E+0002  0.6425192283654414E+0002  0.7470553888890879E+0002  0.7450000000000000E+0002
  0.2490000000000000E+0003  0.7034142837178781E+0002  0.7498688950253617E+0002  0.6361375082298707E+0002  0.7397085949370928E+0002  0.7200000000000000E+0002
  0.2500000000000000E+0003  0.6788987598359259E+0002  0.7335862966933279E+0002  0.6219732564149494E+0002  0.7236385628196810E+0002  0.6050000000000000E+0002
  0.2510000000000000E+0003  0.6616098817572745E+0002  0.7217291849988979E+0002  0.6116748157118234E+0002  0.7118036907144905E+0002  0.6600000000000000E+0002
  0.2520000000000000E+0003  0.6543656803098598E+0002  0.7171058897987137E+0002  0.6076810285885919E+0002  0.7069400719465068E+0002  0.6050000000000000E+0002
  0.2530000000000000E+0003  0.6482576774589269E+0002  0.7142828809694284E+0002  0.6049770887475950E+0002  0.7037361775947375E+0002  0.4800000000000000E+0002
  0.2540000000000000E+0003  0.6415199447963677E+0002  0.6973750577647007E+0002  0.5901271000935265E+0002  0.6866906115542051E+0002  0.5150000000000000E+0002
  0.2550000000000000E+0003  0.6183684127517489E+0002  0.6588445515615953E+0002  0.5568789835702925E+0002  0.6484971196412283E+0002  0.4850000000000000E+0002
  0.2560000000000000E+0003  0.5932998938051429E+0002  0.6176728500286445E+0002  0.5216184392463871E+0002  0.6079225812792534E+0002  0.4200000000000000E+0002
  0.2570000000000000E+0003  0.5928089518375852E+0002  0.5981411482432058E+0002  0.5049859826172666E+0002  0.5887597605092984E+0002  0.4950000000000000E+0002
  0.2580000000000000E+0003  0.6284823353790632E+0002  0.6383880903410678E+0002  0.5390873949069535E+0002  0.6283717601079503E+0002  0.5250000000000000E+0002
  0.2590000000000000E+0003  0.6670789745482422E+0002  0.6890245058019360E+0002  0.5817030274107978E+0002  0.6782677495267073E+0002  0.5150000000000000E+0002
  0.2600000000000000E+0003  0.6846660951173116E+0002  0.7091772320005950E+0002  0.5973687840769006E+0002  0.6982303915578656E+0002  0.5750000000000000E+0002
  0.2610000000000000E+0003  0.7002076475171376E+0002  0.7284737965837743E+0002  0.6123858523101539E+0002  0.7173104526850487E+0002  0.5750000000000000E+0002
  0.2620000000000000E+0003  0.7068962244961347E+0002  0.7370429001565346E+0002  0.6191377776432385E+0002  0.7258151421506361E+0002  0.5300000000000000E+0002
  0.2630000000000000E+0003  0.7161493299699373E+0002  0.7470158259888272E+0002  0.6272084662948172E+0002  0.7356802626809139E+0002  0.5300000000000000E+0002
  0.2640000000000000E+0003  0.7261393023322384E+0002  0.7561908885837492E+0002  0.6348570901273784E+0002  0.7447510462944879E+0002  0.5300000000000000E+0002
  0.2650000000000000E+0003  0.7341300859076082E+0002  0.7642139254709944E+0002  0.6414710607988428E+0002  0.7526824336339459E+0002  0.5100000000000000E+0002
  0.2660000000000000E+0003  0.7425107465853333E+0002  0.7720304829235771E+0002  0.6479749763608386E+0002  0.7604069692430417E+0002  0.5250000000000000E+0002
  0.2670000000000000E+0003  0.7508935467636985E+0002  0.7797767312384791E+0002  0.6544211781682756E+0002  0.7680593867901241E+0002  0.5400000000000000E+0002
  0.2680000000000000E+0003  0.7573034827757367E+0002  0.7861756454098565E+0002  0.6597240039321329E+0002  0.7743853693916655E+0002  0.5600000000000000E+0002
  0.2690000000000000E+0003  0.7656670726447136E+0002  0.7936404359958142E+0002  0.6659371358469643E+0002  0.7817577538633336E+0002  0.6050000000000000E+0002
  0.2700000000000000E+0003  0.7753560965315732E+0002  0.8018029576896848E+0002  0.6727855538437485E+0002  0.7898139349468165E+0002  0.6050000000000000E+0002
  0.2710000000000000E+0003  0.7830814645728647E+0002  0.8088122884443746E+0002  0.6786149065187709E+0002  0.7967340872198314E+0002  0.5800000000000000E+0002
  0.2720000000000000E+0003  0.7877318943627628E+0002  0.8136515122040736E+0002  0.6826112201586440E+0002  0.8015197200632279E+0002  0.6300000000000000E+0002
  0.2730000000000000E+0003  0.7831897363313904E+0002  0.8123244822766307E+0002  0.6814384320482360E+0002  0.8002469885473371E+0002  0.6100000000000000E+0002
  0.2740000000000000E+0003  0.7668169913981164E+0002  0.8036303802415343E+0002  0.6737225127641325E+0002  0.7917388966021238E+0002  0.5450000000000000E+0002
  0.2750000000000000E+0003  0.7470258947379581E+0002  0.7921426657727993E+0002  0.6636308893271169E+0002  0.7804982092638495E+0002  0.5900000000000000E+0002
  0.2760000000000000E+0003  0.7252901529729139E+0002  0.7783810988076736E+0002  0.6518698203813264E+0002  0.7670448843315482E+0002  0.5700000000000000E+0002
  0.2770000000000000E+0003  0.6942110498518178E+0002  0.7573908861906772E+0002  0.6340485743406559E+0002  0.7464956266107315E+0002  0.5150000000000000E+0002
  0.2780000000000000E+0003  0.6688049814348315E+0002  0.7370870307191851E+0002  0.6168779272785958E+0002  0.7266173221011272E+0002  0.5750000000000000E+0002
  0.2790000000000000E+0003  0.6618214279683885E+0002  0.7295302105937360E+0002  0.6104444266078843E+0002  0.7192394130013221E+0002  0.5600000000000000E+0002
  0.2800000000000000E+0003  0.6680348949654910E+0002  0.7355643280395130E+0002  0.6152801448451491E+0002  0.7252311513351316E+0002  0.5050000000000000E+0002
  0.2810000000000000E+0003  0.6879575178973214E+0002  0.7524363861200841E+0002  0.6289515798564581E+0002  0.7419154457335287E+0002  0.6050000000000000E+0002
  0.2820000000000000E+0003  0.7158477917885639E+0002  0.7771923216925654E+0002  0.6489847158723924E+0002  0.7663444655934630E+0002  0.6200000000000000E+0002
  0.2830000000000000E+0003  0.7335093827499917E+0002  0.7958665506527342E+0002  0.6636794292484130E+0002  0.7847695933678261E+0002  0.5500000000000000E+0002
  0.2840000000000000E+0003  0.7445436883096048E+0002  0.8078808523196088E+0002  0.6727275711126171E+0002  0.7966294014204755E+0002  0.6200000000000000E+0002
